sample_idx,record_id,true_label,pred_label,drift_score,confidence,entropy,margin,policy_level,action,reason_code
20089,202,N,F,0.4621,0.4264,1.1184,0.1193,critical,reject,DRIFT_CRIT_CONF_LOW
20090,202,N,F,0.0,0.5157,1.0429,0.2125,normal,accept,NORMAL
20091,202,N,F,0.0,0.7139,0.7957,0.5199,normal,accept,NORMAL
20092,202,N,F,0.4621,0.4885,1.093,0.2175,critical,reject,DRIFT_CRIT_CONF_LOW
20093,202,N,F,0.0,0.6395,0.9073,0.4094,normal,accept,NORMAL
20094,202,N,F,0.4621,0.419,1.109,0.0914,critical,reject,DRIFT_CRIT_CONF_LOW
20095,202,N,F,0.4621,0.3814,1.1193,0.0446,critical,reject,DRIFT_CRIT_CONF_LOW
20096,202,N,F,0.4621,0.4359,1.0971,0.1073,critical,reject,DRIFT_CRIT_CONF_LOW
20097,202,N,F,0.4621,0.505,1.0853,0.2414,critical,degrade,DRIFT_CRIT_DEGRADE
20098,202,N,N,0.4621,0.4064,1.153,0.105,critical,reject,DRIFT_CRIT_CONF_LOW
20099,202,N,F,0.4621,0.3727,1.1633,0.0033,critical,reject,DRIFT_CRIT_CONF_LOW
20100,202,N,F,0.4621,0.3816,1.1417,0.0527,critical,reject,DRIFT_CRIT_CONF_LOW
20101,202,N,F,0.0,0.6112,0.9515,0.3789,normal,accept,NORMAL
20102,202,N,F,0.4621,0.4316,1.1269,0.1223,critical,reject,DRIFT_CRIT_CONF_LOW
20103,202,N,F,0.4621,0.4325,1.1131,0.0965,critical,reject,DRIFT_CRIT_CONF_LOW
20104,202,N,F,0.0,0.5471,1.0305,0.2942,normal,accept,NORMAL
20105,202,N,F,0.0,0.4782,1.0672,0.1616,normal,warn,UNKNOWN
20106,202,N,F,0.0,0.5617,1.0056,0.3063,normal,accept,NORMAL
20107,202,N,F,0.0,0.6404,0.9176,0.4352,normal,accept,NORMAL
20108,202,N,F,0.0,0.6105,0.9711,0.4116,normal,accept,NORMAL
20109,202,N,N,0.4621,0.3633,1.1358,0.0151,critical,reject,DRIFT_CRIT_CONF_LOW
20110,202,N,F,0.4621,0.4488,1.1261,0.1743,critical,reject,DRIFT_CRIT_CONF_LOW
20111,202,N,F,0.0,0.4833,1.0681,0.1676,normal,warn,UNKNOWN
20112,202,N,F,0.0,0.517,1.0604,0.2292,normal,accept,NORMAL
20113,202,N,F,0.4621,0.3561,1.1424,0.0257,critical,reject,DRIFT_CRIT_CONF_LOW
20114,202,N,N,0.4621,0.3863,1.152,0.0514,critical,reject,DRIFT_CRIT_CONF_LOW
20115,202,N,S,0.4621,0.3745,1.1358,0.0507,critical,reject,DRIFT_CRIT_CONF_LOW
20116,202,N,F,0.4621,0.4748,1.0944,0.2074,critical,reject,DRIFT_CRIT_CONF_LOW
20117,202,N,F,0.0,0.5305,1.0415,0.2504,normal,accept,NORMAL
20118,202,N,F,0.0,0.5685,1.0035,0.3167,normal,accept,NORMAL
20119,202,N,F,0.4621,0.3838,1.1275,0.0516,critical,reject,DRIFT_CRIT_CONF_LOW
20120,202,N,F,0.0,0.5768,0.9932,0.3476,normal,accept,NORMAL
20121,202,N,F,0.0,0.6694,0.8812,0.4693,normal,accept,NORMAL
20122,202,N,S,0.4621,0.498,1.0854,0.2432,critical,reject,DRIFT_CRIT_CONF_LOW
20123,202,N,S,0.4621,0.4811,1.1263,0.227,critical,reject,DRIFT_CRIT_CONF_LOW
20124,202,N,F,0.4621,0.4549,1.1128,0.1707,critical,reject,DRIFT_CRIT_CONF_LOW
20125,202,N,S,0.4621,0.354,1.1496,0.0102,critical,reject,DRIFT_CRIT_CONF_LOW
20126,202,N,F,0.4621,0.3734,1.1633,0.0649,critical,reject,DRIFT_CRIT_CONF_LOW
20127,202,N,F,0.4621,0.5125,1.0932,0.2573,critical,degrade,DRIFT_CRIT_DEGRADE
20128,202,N,F,0.4621,0.385,1.166,0.0611,critical,reject,DRIFT_CRIT_CONF_LOW
20129,202,N,F,0.0,0.5597,1.0202,0.2937,normal,accept,NORMAL
20130,202,N,F,0.0,0.6634,0.8828,0.4497,normal,accept,NORMAL
20131,202,N,F,0.0,0.6621,0.8608,0.4169,normal,accept,NORMAL
20132,202,N,F,0.0,0.7574,0.6831,0.5615,normal,accept,NORMAL
20133,202,N,F,0.0,0.7047,0.7722,0.471,normal,accept,NORMAL
20134,202,N,F,0.0,0.7479,0.7591,0.5883,normal,accept,NORMAL
20135,202,N,F,0.0,0.6088,0.9413,0.3461,normal,accept,NORMAL
20136,202,N,F,0.0,0.7821,0.6675,0.6263,normal,accept,NORMAL
20137,202,N,F,0.0,0.7344,0.7446,0.5387,normal,accept,NORMAL
20138,202,N,F,0.0,0.7389,0.743,0.5476,normal,accept,NORMAL
20139,202,N,F,0.0,0.775,0.6685,0.6039,normal,accept,NORMAL
20140,202,N,F,0.0,0.7153,0.819,0.5442,normal,accept,NORMAL
20141,202,N,F,0.0,0.8139,0.606,0.6835,normal,accept,NORMAL
20142,202,N,F,0.0,0.7647,0.7143,0.6028,normal,accept,NORMAL
20143,202,N,F,0.0,0.6983,0.8021,0.4766,normal,accept,NORMAL
20144,202,N,F,0.0,0.7016,0.7746,0.4628,normal,accept,NORMAL
20145,202,N,F,0.0,0.8061,0.6196,0.6663,normal,accept,NORMAL
20146,202,N,F,0.0,0.7905,0.6571,0.6435,normal,accept,NORMAL
20147,202,N,F,0.0,0.6518,0.877,0.4038,normal,accept,NORMAL
20148,202,N,F,0.0,0.6729,0.8419,0.4305,normal,accept,NORMAL
20149,202,N,F,0.0,0.796,0.5961,0.6194,normal,accept,NORMAL
20150,202,N,F,0.0,0.9216,0.3259,0.8614,normal,accept,NORMAL
20151,202,N,F,0.0,0.8305,0.5945,0.7408,normal,accept,NORMAL
20152,202,N,F,0.0,0.8586,0.5329,0.7858,normal,accept,NORMAL
20153,202,N,F,0.0,0.693,0.859,0.5195,normal,accept,NORMAL
20154,202,N,F,0.0,0.7551,0.7539,0.6291,normal,accept,NORMAL
20155,202,N,F,0.0,0.7963,0.6595,0.6643,normal,accept,NORMAL
20156,202,N,F,0.0,0.8584,0.5148,0.782,normal,accept,NORMAL
20157,202,N,F,0.0,0.8996,0.4032,0.8363,normal,accept,NORMAL
20158,202,N,F,0.0,0.8652,0.4628,0.7529,normal,accept,NORMAL
20159,202,N,F,0.0,0.8784,0.4634,0.8057,normal,accept,NORMAL
20160,202,N,F,0.0,0.7605,0.7283,0.6239,normal,accept,NORMAL
20161,202,N,F,0.0,0.861,0.5122,0.7851,normal,accept,NORMAL
20162,202,N,F,0.0,0.737,0.7777,0.5979,normal,accept,NORMAL
20163,202,N,S,0.0,0.5925,0.9815,0.3724,normal,accept,NORMAL
20164,202,N,F,0.0,0.8716,0.4809,0.7979,normal,accept,NORMAL
20165,202,V,V,0.0,0.6652,0.9349,0.4648,normal,accept,NORMAL
20166,202,N,F,0.0,0.9762,0.129,0.9592,normal,accept,NORMAL
20167,202,N,F,0.0,0.9249,0.3254,0.8881,normal,accept,NORMAL
20168,202,N,F,0.0,0.764,0.7192,0.6283,normal,accept,NORMAL
20169,202,N,F,0.0,0.8198,0.6087,0.7165,normal,accept,NORMAL
20170,202,N,F,0.0,0.7269,0.7988,0.5793,normal,accept,NORMAL
20171,202,N,F,0.0,0.6414,0.8894,0.3886,normal,accept,NORMAL
20172,202,N,F,0.0,0.8532,0.5249,0.7585,normal,accept,NORMAL
20173,202,N,F,0.0,0.6927,0.8409,0.521,normal,accept,NORMAL
20174,202,N,F,0.0,0.4862,0.998,0.0965,normal,warn,UNKNOWN
20175,202,N,F,0.0,0.8598,0.514,0.7849,normal,accept,NORMAL
20176,202,N,F,0.0,0.7899,0.6623,0.6542,normal,accept,NORMAL
20177,202,N,F,0.0,0.8157,0.621,0.7079,normal,accept,NORMAL
20178,202,N,F,0.0,0.8419,0.5577,0.7499,normal,accept,NORMAL
20179,202,N,F,0.0,0.923,0.3264,0.8727,normal,accept,NORMAL
20180,202,N,F,0.0,0.8504,0.5435,0.767,normal,accept,NORMAL
20181,202,N,F,0.0,0.9462,0.2499,0.9138,normal,accept,NORMAL
20182,202,N,F,0.0,0.9083,0.3769,0.8623,normal,accept,NORMAL
20183,202,N,F,0.0,0.8421,0.5563,0.7591,normal,accept,NORMAL
20184,202,N,F,0.0,0.9036,0.3664,0.8239,normal,accept,NORMAL
20185,202,N,F,0.0,0.4967,1.0565,0.1804,normal,warn,UNKNOWN
20186,202,N,F,0.0,0.5677,0.9977,0.3282,normal,accept,NORMAL
20187,202,N,F,0.0,0.8892,0.4342,0.8309,normal,accept,NORMAL
20188,202,N,F,0.0,0.8833,0.4213,0.7868,normal,accept,NORMAL
20189,202,N,F,0.0,0.9292,0.3063,0.8783,normal,accept,NORMAL
20190,202,N,F,0.0,0.6416,0.9187,0.4612,normal,accept,NORMAL
20191,202,N,S,0.0,0.5478,1.0267,0.3174,normal,accept,NORMAL
20192,202,N,F,0.0,0.9035,0.3644,0.8226,normal,accept,NORMAL
20193,202,N,F,0.0,0.9046,0.3919,0.8489,normal,accept,NORMAL
20194,202,N,F,0.0,0.5868,0.9753,0.3442,normal,accept,NORMAL
20195,202,N,F,0.0,0.8602,0.4993,0.7664,normal,accept,NORMAL
20196,202,N,F,0.0,0.4511,1.0759,0.0954,normal,warn,UNKNOWN
20197,202,N,F,0.0,0.7961,0.6696,0.6782,normal,accept,NORMAL
20198,202,N,F,0.0,0.8873,0.4352,0.8168,normal,accept,NORMAL
20199,202,N,S,0.0,0.4718,1.0712,0.1669,normal,warn,UNKNOWN
20200,202,N,F,0.0,0.8997,0.3937,0.8284,normal,accept,NORMAL
20201,202,N,F,0.0,0.5497,1.0073,0.2895,normal,accept,NORMAL
20202,202,N,F,0.0,0.8777,0.466,0.8147,normal,accept,NORMAL
20203,202,N,F,0.0,0.7468,0.7542,0.6182,normal,accept,NORMAL
20204,202,N,F,0.0,0.8562,0.5187,0.767,normal,accept,NORMAL
20205,202,N,F,0.0,0.794,0.6778,0.692,normal,accept,NORMAL
20206,202,N,F,0.0,0.7295,0.778,0.5668,normal,accept,NORMAL
20207,202,N,F,0.0,0.6465,0.888,0.4097,normal,accept,NORMAL
20208,202,N,F,0.0,0.4681,1.0708,0.1475,normal,warn,UNKNOWN
20209,202,N,F,0.0,0.9772,0.1245,0.9608,normal,accept,NORMAL
20210,202,N,F,0.0,0.917,0.3478,0.8658,normal,accept,NORMAL
20211,202,N,F,0.0,0.9633,0.1829,0.9376,normal,accept,NORMAL
20212,202,N,F,0.0,0.9519,0.2262,0.9164,normal,accept,NORMAL
20213,202,N,F,0.0,0.5037,1.0686,0.2555,normal,accept,NORMAL
20214,202,N,F,0.0,0.8272,0.5908,0.7418,normal,accept,NORMAL
20215,202,N,F,0.0,0.7695,0.7132,0.6508,normal,accept,NORMAL
20216,202,N,F,0.0,0.5214,1.01,0.1839,normal,accept,NORMAL
20217,202,N,F,0.0,0.6732,0.8861,0.5025,normal,accept,NORMAL
20218,202,N,F,0.0,0.9117,0.3663,0.8551,normal,accept,NORMAL
20219,202,N,F,0.0,0.9609,0.1944,0.9355,normal,accept,NORMAL
20220,202,N,F,0.0,0.9252,0.3087,0.8663,normal,accept,NORMAL
20221,202,N,F,0.0,0.8996,0.3905,0.8266,normal,accept,NORMAL
20222,202,N,F,0.0,0.9178,0.3428,0.863,normal,accept,NORMAL
20223,202,N,F,0.0,0.8472,0.5427,0.7545,normal,accept,NORMAL
20224,202,N,F,0.0,0.7565,0.7438,0.6352,normal,accept,NORMAL
20225,202,N,F,0.0,0.888,0.4291,0.8087,normal,accept,NORMAL
20226,202,N,F,0.0,0.7437,0.7657,0.594,normal,accept,NORMAL
20227,202,N,F,0.0,0.8154,0.6152,0.7161,normal,accept,NORMAL
20228,202,N,F,0.0,0.8721,0.4761,0.7982,normal,accept,NORMAL
20229,202,N,F,0.0,0.9057,0.3843,0.859,normal,accept,NORMAL
20230,202,N,F,0.0,0.893,0.4272,0.841,normal,accept,NORMAL
20231,202,N,F,0.0,0.8906,0.4153,0.8079,normal,accept,NORMAL
20232,202,N,F,0.0,0.8578,0.5111,0.768,normal,accept,NORMAL
20233,202,N,F,0.0,0.9094,0.3675,0.846,normal,accept,NORMAL
20234,202,N,F,0.0,0.9384,0.2761,0.897,normal,accept,NORMAL
20235,202,N,F,0.0,0.8075,0.6389,0.7071,normal,accept,NORMAL
20236,202,N,F,0.0,0.9429,0.2643,0.9109,normal,accept,NORMAL
20237,202,N,F,0.0,0.9488,0.2335,0.9097,normal,accept,NORMAL
20238,202,N,F,0.0,0.4898,1.0276,0.1363,normal,warn,UNKNOWN
20239,202,N,F,0.0,0.8633,0.4996,0.7745,normal,accept,NORMAL
20240,202,N,F,0.0,0.786,0.6868,0.6728,normal,accept,NORMAL
20241,202,N,F,0.0,0.8525,0.5225,0.7553,normal,accept,NORMAL
20242,202,N,F,0.0,0.818,0.6072,0.6984,normal,accept,NORMAL
20243,202,N,F,0.0,0.6951,0.8521,0.5429,normal,accept,NORMAL
20244,202,N,F,0.4621,0.405,1.0992,0.0569,critical,reject,DRIFT_CRIT_CONF_LOW
20245,202,N,F,0.0,0.7241,0.7954,0.573,normal,accept,NORMAL
20246,202,N,F,0.0,0.8824,0.4531,0.8153,normal,accept,NORMAL
20247,202,N,F,0.0,0.4525,1.0068,0.0385,normal,warn,UNKNOWN
20248,202,N,F,0.0,0.7076,0.8195,0.5576,normal,accept,NORMAL
20249,202,N,F,0.0,0.8147,0.5863,0.6686,normal,accept,NORMAL
20250,202,N,F,0.0,0.6227,0.928,0.3705,normal,accept,NORMAL
20251,202,N,F,0.0,0.5361,1.0178,0.2639,normal,accept,NORMAL
20252,202,N,F,0.0,0.821,0.5931,0.6947,normal,accept,NORMAL
20253,202,N,F,0.0,0.6845,0.8596,0.4788,normal,accept,NORMAL
20254,202,N,F,0.0,0.8652,0.4977,0.7881,normal,accept,NORMAL
20255,202,N,F,0.0,0.8279,0.5902,0.7383,normal,accept,NORMAL
20256,202,N,F,0.0,0.7878,0.6487,0.6321,normal,accept,NORMAL
20257,202,N,F,0.0,0.8375,0.5673,0.7375,normal,accept,NORMAL
20258,202,N,F,0.0,0.5288,1.0456,0.2956,normal,accept,NORMAL
20259,202,N,F,0.0,0.8102,0.6306,0.6977,normal,accept,NORMAL
20260,202,N,F,0.0,0.8056,0.6548,0.6962,normal,accept,NORMAL
20261,202,N,F,0.0,0.7972,0.6586,0.6936,normal,accept,NORMAL
20262,202,N,F,0.0,0.8007,0.6418,0.684,normal,accept,NORMAL
20263,202,N,F,0.0,0.6632,0.8371,0.4101,normal,accept,NORMAL
20264,202,N,F,0.0,0.8566,0.5033,0.7515,normal,accept,NORMAL
20265,202,N,F,0.0,0.8413,0.5579,0.7579,normal,accept,NORMAL
20266,202,N,F,0.0,0.5715,0.9963,0.3438,normal,accept,NORMAL
20267,202,N,F,0.0,0.65,0.8955,0.4265,normal,accept,NORMAL
20268,202,N,F,0.0,0.863,0.4788,0.7542,normal,accept,NORMAL
20269,202,N,F,0.0,0.5632,0.9988,0.3027,normal,accept,NORMAL
20270,202,N,F,0.0,0.7401,0.7709,0.6009,normal,accept,NORMAL
20271,202,N,F,0.0,0.8435,0.521,0.7149,normal,accept,NORMAL
20272,202,N,F,0.0,0.608,0.9616,0.3863,normal,accept,NORMAL
20273,202,N,F,0.0,0.8304,0.5853,0.7442,normal,accept,NORMAL
20274,202,N,F,0.0,0.8278,0.5696,0.705,normal,accept,NORMAL
20275,202,N,S,0.4621,0.4093,1.1117,0.1148,critical,reject,DRIFT_CRIT_CONF_LOW
20276,202,N,S,0.0,0.707,0.803,0.4993,normal,accept,NORMAL
20277,202,N,F,0.0,0.9283,0.3116,0.8835,normal,accept,NORMAL
20278,202,N,F,0.0,0.8358,0.5666,0.7258,normal,accept,NORMAL
20279,202,N,F,0.0,0.925,0.3296,0.881,normal,accept,NORMAL
20280,202,N,F,0.0,0.8563,0.5247,0.7779,normal,accept,NORMAL
20281,202,N,F,0.0,0.9106,0.363,0.8522,normal,accept,NORMAL
20282,202,N,F,0.0,0.747,0.7494,0.5964,normal,accept,NORMAL
20283,202,N,F,0.0,0.9102,0.3672,0.8497,normal,accept,NORMAL
20284,202,N,F,0.0,0.8488,0.538,0.7604,normal,accept,NORMAL
20285,202,N,F,0.0,0.7641,0.7293,0.6396,normal,accept,NORMAL
20286,202,N,F,0.0,0.7412,0.769,0.6093,normal,accept,NORMAL
20287,202,N,F,0.0,0.9515,0.2339,0.9212,normal,accept,NORMAL
20288,202,N,F,0.0,0.5292,1.0173,0.2163,normal,accept,NORMAL
20289,202,N,F,0.0,0.9521,0.2228,0.9163,normal,accept,NORMAL
20290,202,N,F,0.0,0.9199,0.3352,0.8623,normal,accept,NORMAL
20291,202,N,F,0.0,0.8257,0.5956,0.7254,normal,accept,NORMAL
20292,202,N,F,0.0,0.849,0.5393,0.7723,normal,accept,NORMAL
20293,202,N,F,0.0,0.7417,0.7492,0.5694,normal,accept,NORMAL
20294,202,N,F,0.0,0.8328,0.5702,0.7199,normal,accept,NORMAL
20295,202,N,F,0.4621,0.4165,1.1017,0.0589,critical,reject,DRIFT_CRIT_CONF_LOW
20296,202,N,F,0.0,0.5294,1.0248,0.2285,normal,accept,NORMAL
20297,202,N,F,0.0,0.7676,0.7126,0.6494,normal,accept,NORMAL
20298,202,N,F,0.0,0.6254,0.8998,0.3519,normal,accept,NORMAL
20299,202,N,F,0.0,0.9248,0.3157,0.8689,normal,accept,NORMAL
20300,202,N,F,0.0,0.591,0.9707,0.3402,normal,accept,NORMAL
20301,202,N,F,0.0,0.8619,0.5047,0.7914,normal,accept,NORMAL
20302,202,N,F,0.0,0.8812,0.4519,0.7972,normal,accept,NORMAL
20303,202,N,F,0.0,0.642,0.9126,0.4244,normal,accept,NORMAL
20304,202,N,F,0.0,0.9418,0.2655,0.9072,normal,accept,NORMAL
20305,202,N,F,0.0,0.6102,0.9469,0.3776,normal,accept,NORMAL
20306,202,N,F,0.0,0.8039,0.6244,0.6655,normal,accept,NORMAL
20307,202,N,F,0.0,0.8395,0.5627,0.751,normal,accept,NORMAL
20308,202,N,S,0.4621,0.4256,1.1056,0.0765,critical,reject,DRIFT_CRIT_CONF_LOW
20309,202,S,S,0.0,0.7221,0.8214,0.5314,normal,accept,NORMAL
20310,202,N,F,0.0,0.8078,0.5837,0.6457,normal,accept,NORMAL
20311,202,N,F,0.0,0.8059,0.6396,0.7061,normal,accept,NORMAL
20312,202,N,F,0.0,0.951,0.2347,0.9247,normal,accept,NORMAL
20313,202,N,F,0.0,0.7497,0.7592,0.6096,normal,accept,NORMAL
20314,202,N,F,0.0,0.892,0.4221,0.8227,normal,accept,NORMAL
20315,202,N,F,0.0,0.9393,0.2764,0.9014,normal,accept,NORMAL
20316,202,N,F,0.0,0.9298,0.307,0.8894,normal,accept,NORMAL
20317,202,N,F,0.0,0.6852,0.8531,0.5236,normal,accept,NORMAL
20318,202,N,F,0.0,0.8079,0.6302,0.6994,normal,accept,NORMAL
20319,202,N,F,0.0,0.7532,0.7432,0.6188,normal,accept,NORMAL
20320,202,N,F,0.0,0.8159,0.6178,0.7154,normal,accept,NORMAL
20321,202,N,F,0.0,0.6063,0.933,0.3417,normal,accept,NORMAL
20322,202,N,F,0.0,0.9351,0.2838,0.8882,normal,accept,NORMAL
20323,202,N,F,0.0,0.7332,0.7853,0.5738,normal,accept,NORMAL
20324,202,N,F,0.0,0.7678,0.718,0.6517,normal,accept,NORMAL
20325,202,N,F,0.0,0.8725,0.4819,0.8099,normal,accept,NORMAL
20326,202,N,F,0.0,0.8913,0.4249,0.8258,normal,accept,NORMAL
20327,202,N,F,0.0,0.6672,0.8888,0.4879,normal,accept,NORMAL
20328,202,N,F,0.0,0.9542,0.2209,0.93,normal,accept,NORMAL
20329,202,N,F,0.0,0.9359,0.2846,0.8943,normal,accept,NORMAL
20330,202,N,F,0.0,0.736,0.7701,0.5802,normal,accept,NORMAL
20331,202,N,F,0.0,0.9155,0.3593,0.8653,normal,accept,NORMAL
20332,202,N,F,0.0,0.7496,0.7577,0.6114,normal,accept,NORMAL
20333,202,N,F,0.0,0.7564,0.7366,0.6341,normal,accept,NORMAL
20334,202,N,F,0.0,0.901,0.3774,0.8208,normal,accept,NORMAL
20335,202,N,F,0.0,0.7286,0.7946,0.5733,normal,accept,NORMAL
20336,202,N,F,0.0,0.9055,0.3836,0.8572,normal,accept,NORMAL
20337,202,N,F,0.0,0.7823,0.6551,0.619,normal,accept,NORMAL
20338,202,N,F,0.0,0.9465,0.2509,0.9135,normal,accept,NORMAL
20339,202,N,F,0.0,0.525,1.0355,0.2373,normal,accept,NORMAL
20340,202,N,F,0.0,0.7745,0.7089,0.6612,normal,accept,NORMAL
20341,202,N,F,0.0,0.8594,0.5053,0.7614,normal,accept,NORMAL
20342,202,N,F,0.0,0.8964,0.3978,0.8173,normal,accept,NORMAL
20343,202,N,F,0.0,0.817,0.6094,0.7096,normal,accept,NORMAL
20344,202,N,F,0.0,0.7587,0.7206,0.6043,normal,accept,NORMAL
20345,202,N,F,0.0,0.9067,0.3663,0.8354,normal,accept,NORMAL
20346,202,N,F,0.0,0.9621,0.1895,0.9361,normal,accept,NORMAL
20347,202,N,F,0.0,0.7073,0.82,0.5265,normal,accept,NORMAL
20348,202,N,F,0.0,0.7454,0.7484,0.5762,normal,accept,NORMAL
20349,202,N,F,0.0,0.8653,0.489,0.7756,normal,accept,NORMAL
20350,202,N,F,0.0,0.9129,0.3639,0.8626,normal,accept,NORMAL
20351,202,N,F,0.0,0.5055,0.9948,0.1356,normal,accept,NORMAL
20352,202,N,F,0.0,0.9286,0.3114,0.8925,normal,accept,NORMAL
20353,202,N,F,0.0,0.805,0.6347,0.679,normal,accept,NORMAL
20354,202,N,F,0.0,0.5959,0.9692,0.3457,normal,accept,NORMAL
20355,202,N,F,0.0,0.8013,0.6426,0.6782,normal,accept,NORMAL
20356,202,N,F,0.0,0.7093,0.8194,0.5412,normal,accept,NORMAL
20357,202,N,F,0.0,0.7619,0.7333,0.6352,normal,accept,NORMAL
20358,202,N,F,0.0,0.8723,0.4895,0.8099,normal,accept,NORMAL
20359,202,N,F,0.0,0.7864,0.6741,0.6503,normal,accept,NORMAL
20360,202,N,F,0.0,0.8643,0.48,0.7598,normal,accept,NORMAL
20361,202,N,F,0.0,0.9593,0.1928,0.9262,normal,accept,NORMAL
20362,202,N,F,0.0,0.6685,0.8823,0.4803,normal,accept,NORMAL
20363,202,N,F,0.0,0.746,0.7392,0.5776,normal,accept,NORMAL
20364,202,N,F,0.0,0.8216,0.5987,0.713,normal,accept,NORMAL
20365,202,N,F,0.0,0.6574,0.8637,0.409,normal,accept,NORMAL
20366,202,N,F,0.0,0.7349,0.7883,0.5962,normal,accept,NORMAL
20367,202,N,F,0.0,0.6974,0.8419,0.5474,normal,accept,NORMAL
20368,202,N,F,0.4621,0.3865,1.0996,0.0109,critical,reject,DRIFT_CRIT_CONF_LOW
20369,202,N,F,0.0,0.8355,0.5413,0.7061,normal,accept,NORMAL
20370,202,N,F,0.0,0.7844,0.6873,0.6748,normal,accept,NORMAL
20371,202,N,F,0.0,0.8276,0.5851,0.7268,normal,accept,NORMAL
20372,202,N,F,0.0,0.4872,1.0659,0.2249,normal,warn,UNKNOWN
20373,202,N,S,0.4621,0.3521,1.1326,0.0279,critical,reject,DRIFT_CRIT_CONF_LOW
20374,202,N,N,0.0,0.53,1.0063,0.2028,normal,accept,NORMAL
20375,202,N,F,0.0,0.4976,1.0238,0.1533,normal,warn,UNKNOWN
20376,202,N,F,0.0,0.62,0.926,0.3746,normal,accept,NORMAL
20377,202,N,F,0.0,0.884,0.4509,0.8218,normal,accept,NORMAL
20378,202,N,F,0.0,0.5576,1.002,0.2793,normal,accept,NORMAL
20379,202,N,F,0.0,0.6801,0.8648,0.5205,normal,accept,NORMAL
20380,202,N,F,0.0,0.6787,0.8733,0.4935,normal,accept,NORMAL
20381,202,N,F,0.0,0.8667,0.4995,0.7995,normal,accept,NORMAL
20382,202,N,F,0.0,0.8305,0.5727,0.7154,normal,accept,NORMAL
20383,202,N,F,0.0,0.7708,0.7152,0.6457,normal,accept,NORMAL
20384,202,N,F,0.0,0.9067,0.3877,0.8565,normal,accept,NORMAL
20385,202,N,F,0.0,0.9498,0.2395,0.9193,normal,accept,NORMAL
20386,202,N,F,0.0,0.8059,0.642,0.7002,normal,accept,NORMAL
20387,202,N,F,0.0,0.7182,0.7513,0.4985,normal,accept,NORMAL
20388,202,N,F,0.0,0.8317,0.5705,0.7171,normal,accept,NORMAL
20389,202,N,F,0.0,0.8871,0.4368,0.8246,normal,accept,NORMAL
20390,202,N,F,0.0,0.6388,0.888,0.3896,normal,accept,NORMAL
20391,202,N,F,0.0,0.5686,0.968,0.2657,normal,accept,NORMAL
20392,202,N,F,0.0,0.9205,0.3446,0.8801,normal,accept,NORMAL
20393,202,N,F,0.0,0.8126,0.5823,0.6605,normal,accept,NORMAL
20394,202,N,F,0.0,0.8083,0.6316,0.6894,normal,accept,NORMAL
20395,202,N,F,0.0,0.9268,0.3126,0.8749,normal,accept,NORMAL
20396,202,N,F,0.4621,0.3917,1.1097,0.0842,critical,reject,DRIFT_CRIT_CONF_LOW
20397,202,N,F,0.0,0.6538,0.8975,0.4732,normal,accept,NORMAL
20398,202,N,F,0.0,0.5117,1.0471,0.239,normal,accept,NORMAL
20399,202,N,F,0.0,0.8736,0.4673,0.785,normal,accept,NORMAL
20400,202,N,F,0.0,0.5178,1.0352,0.2028,normal,accept,NORMAL
20401,202,N,F,0.0,0.8277,0.5897,0.7198,normal,accept,NORMAL
20402,202,N,F,0.0,0.8921,0.4292,0.8355,normal,accept,NORMAL
20403,202,N,F,0.0,0.9296,0.3035,0.88,normal,accept,NORMAL
20404,202,N,F,0.0,0.9285,0.3143,0.8899,normal,accept,NORMAL
20405,202,N,F,0.0,0.7569,0.7391,0.6273,normal,accept,NORMAL
20406,202,N,F,0.0,0.8591,0.4991,0.7605,normal,accept,NORMAL
20407,202,N,F,0.0,0.8805,0.4283,0.7819,normal,accept,NORMAL
20408,202,N,F,0.0,0.8599,0.5086,0.7699,normal,accept,NORMAL
20409,202,N,F,0.0,0.8545,0.5313,0.7822,normal,accept,NORMAL
20410,202,N,F,0.0,0.877,0.4574,0.7951,normal,accept,NORMAL
20411,202,N,F,0.0,0.9317,0.3006,0.8871,normal,accept,NORMAL
20412,202,N,F,0.0,0.8627,0.5145,0.7941,normal,accept,NORMAL
20413,202,N,F,0.0,0.7641,0.7245,0.6388,normal,accept,NORMAL
20414,202,N,F,0.0,0.8674,0.4661,0.7629,normal,accept,NORMAL
20415,202,N,F,0.0,0.9284,0.2967,0.8705,normal,accept,NORMAL
20416,202,N,F,0.0,0.9272,0.3154,0.8846,normal,accept,NORMAL
20417,202,N,F,0.0,0.9088,0.3725,0.8525,normal,accept,NORMAL
20418,202,N,S,0.0,0.5636,1.0221,0.3314,normal,accept,NORMAL
20419,202,N,F,0.0,0.5617,0.996,0.2835,normal,accept,NORMAL
20420,202,N,F,0.0,0.8071,0.632,0.6825,normal,accept,NORMAL
20421,202,N,F,0.0,0.6655,0.9025,0.4766,normal,accept,NORMAL
20422,202,N,F,0.0,0.9284,0.312,0.8819,normal,accept,NORMAL
20423,202,N,F,0.0,0.5624,1.0159,0.3307,normal,accept,NORMAL
20424,202,N,F,0.0,0.8351,0.569,0.7292,normal,accept,NORMAL
20425,202,N,F,0.0,0.7912,0.6592,0.6638,normal,accept,NORMAL
20426,202,N,F,0.0,0.7751,0.6632,0.6025,normal,accept,NORMAL
20427,202,N,F,0.0,0.8094,0.6289,0.6981,normal,accept,NORMAL
